current[l][t]
15.3495	-161.542	15.3495	660	660	1500	1500	1302.73	1697.27	530.661	1172.07	0	500	-524.326	-524.326	-161.542	702.008	-686.659	135.674	135.674	622.982	-92.3217	1172.07	-4593.13	1535.08	-2413.9	610.245	-68.2989	-1652.31	1172.07	0	500	610.245	-4507.21	854.51	0	-3936.79	-592.625	-2693.59	225.327	300.673	225.327	599.876	599.876	1644	1644	1423.4	1864.6	599.696	1244.51	-64.5549	436	-524.326	-524.326	300.673	953.06	-727.733	75.5495	75.5495	654.237	-54.5411	1244.51	-4263.75	1570.37	-2411.4	803.268	-30.2794	-1462.21	1244.51	-64.5549	436	803.268	-4507.19	918.51	0	-3957.63	-554.606	-2411.47	159.885	143.422	159.885	663.855	430.08	636	636	655.784	616.216	26.537	869.856	0	0	-524.326	-524.326	143.422	920.998	-761.113	139.528	428.139	367.277	-340.74	869.856	-5414.58	1668.37	-2795.6	774.614	-57.2754	-1597.19	869.856	0	0	774.614	-5164.3	1354.51	-120.377	-4485.35	-581.602	-3076.86	138.731	164.575	138.731	1146.97	1146.97	636	636	744.17	527.83	-24.6886	1009.47	0	0	-524.326	-524.326	164.575	658.694	-519.962	622.641	622.641	159.477	-184.166	1009.47	-4095.46	1932.58	-2257.04	545.541	24.6208	-1187.71	1074.02	0	0	545.541	-4074.24	1354.51	-120.377	-4016.96	-499.705	-2585.49	
214.819	285.181	214.819	660	660	1500	1500	1438.31	1561.69	456.396	1381.91	0	449.082	-510.957	-510.957	285.181	913.76	-698.941	149.043	149.043	293.451	162.944	1381.91	-4618.65	1877.2	-2480.69	764.116	-25.9939	-1407.36	1381.91	0	449.082	764.116	-4365.49	870.89	0	-4248.19	-536.951	-2366.22	217.47	308.53	217.47	946.8	946.8	1644	1644	1551.49	1736.51	521.81	1450.48	-1200	436	-510.957	-510.957	308.53	855.629	-638.159	435.843	435.843	362.223	159.587	1450.48	-3859.59	1927.91	-2534.76	1060.02	-61.2887	-1583.84	1450.48	-1200	436	-139.984	-4510.53	883.971	0	-4347.4	-572.245	-2523.99	148.18	155.127	148.18	546.968	546.968	636	636	563.788	708.212	118.946	685.45	0	0	-510.957	-510.957	155.127	775.855	-627.675	36.0109	36.0109	485.841	-366.894	685.45	-4649.11	1249.48	-2382.81	648.282	-16.4862	-1359.82	685.45	0	0	648.282	-4511.78	1319.97	-120.377	-3706.48	-527.443	-2758.59	145.432	157.875	145.432	546.968	546.968	636	636	514.652	757.348	213.27	541.991	0	0	-510.957	-510.957	157.875	741.779	-596.348	36.0109	36.0109	436.747	-223.477	541.991	-4477.74	1359.23	-2349.14	618.523	-5.84715	-1306.63	1741.99	0	0	618.523	-4370.18	1319.97	-120.377	-3740.19	-516.804	-2694.76	
-161.882	-538.118	-161.882	1196.2	1196.2	1500	1500	1593.36	1406.64	366.795	1578.19	0	400	-481.477	-481.477	-538.118	442.658	-604.54	714.721	714.721	-71.756	438.551	1578.19	-4035.23	2203.2	-2486.87	412.084	-98.6313	-1696.85	1578.19	0	400	412.084	-4104.62	2043.81	0	-4475.88	-580.108	-2639.91	218.351	307.649	218.351	813.345	813.345	1644	1644	1447.96	1840.04	565.685	1122.89	0	436	-481.477	-481.477	307.649	866.556	-648.205	331.868	331.868	645.93	-80.2453	1122.89	-3225.95	1403.37	-2205.83	734.899	-18.7503	-1297.44	1122.89	0	436	734.899	-4172.53	807.815	0	-3597.87	-500.227	-2274.62	125.041	178.266	125.041	1415.48	878.459	636	636	856.848	415.152	11.0261	1086.43	0	0	-481.477	-481.477	178.266	488.932	-363.891	933.999	1596.98	-357.988	369.014	1086.43	-3267.99	1755.18	-2108.38	396.973	63.3925	-886.73	1086.43	0	0	396.973	-3352.49	1243.81	0	-3718.51	-418.084	-2267.77	145.444	157.863	145.444	680.423	680.423	636	636	585.663	686.337	-19.2197	845.491	0	0	-481.477	-481.477	157.863	741.931	-596.487	198.946	198.946	748.131	-767.351	845.491	-4540.32	1865.5	-2155.06	617.92	-15.5984	-1281.68	845.491	0	0	617.92	-4403.87	1243.81	0	-3849.13	-497.075	-2741.71	
190.535	252.488	190.535	824.994	824.994	1500	1500	1627.76	1372.24	338.059	1530.18	0	400	-454.761	-454.761	252.488	812.056	-621.521	370.233	370.233	-130.649	468.708	1530.18	-4046.25	2136.39	-2349.82	679.851	-23.2271	-1253.04	1530.18	0	400	679.851	-3821.16	1711.37	0	-4266.11	-477.988	-2040.55	143.401	157.557	143.401	946.8	946.8	1644	1644	1479.17	1808.83	564.26	1155.52	-238.242	436	-454.761	-454.761	157.557	724.823	-581.422	492.039	492.039	530.904	33.3561	1155.52	-2791.73	1412.48	-2061.26	622.93	-22.8787	-1251.3	1155.52	-238.242	436	622.93	-3823.56	738.799	0	-3430.36	-477.64	-2152.46	119.978	183.328	119.978	1283.76	746.744	636	636	857.145	414.855	28.5291	1069.22	0	0	-454.761	-454.761	183.328	426.155	-306.177	829	1491.98	-402.872	431.402	1069.22	-2881.24	1677.41	-1928.15	342.995	73.9463	-767.17	1069.22	0	0	342.995	-2993.01	1174.8	0	-3449.48	-380.815	-2057.51	148.296	155.011	148.296	546.968	546.968	636	636	593.34	678.66	107.224	726.725	0	0	-454.761	-454.761	155.011	777.297	-629.001	92.2066	92.2066	402.848	-295.624	726.725	-4647.13	1410.09	-2387.86	649.651	-35.6866	-1315.34	964.967	0	0	649.651	-4452.24	1174.8	0	-3821.06	-490.447	-2715.3	
-87.8841	-412.116	-87.8841	660	660	1800	1800	1617.77	1982.23	642.958	1534.81	200	600	-548.326	-548.326	-412.116	660.237	-748.121	111.674	111.674	525.078	117.879	1534.81	-4856.85	1961.77	-2666.38	591.902	-109.248	-1917.05	1534.81	200	600	591.902	-4813.27	1220.52	-250	-4528.37	-657.574	-2921.28	220.025	305.975	220.025	1353.6	1353.6	1644	1644	1439.6	1848.4	576.991	1283.41	-298.095	598.451	-548.326	-548.326	305.975	887.307	-667.283	805.274	805.274	649.425	-72.4341	1283.41	-3252.07	1672.71	-2567.64	1096.81	-60.2441	-1672.04	1283.41	-298.095	598.451	-103.19	-4813.25	818.059	0	-4214.46	-608.57	-2723.26	46.3669	-46.3669	46.3669	952.515	545.427	636	636	669.74	602.26	68.2089	842.14	0	0	-548.326	-548.326	-46.3669	574.95	-528.583	404.189	906.767	210.068	-141.859	842.14	-4349.51	1484.4	-2448.75	484.752	6.15853	-1340.02	842.14	0	0	484.752	-4413.08	1416.51	0	-3944.41	-542.168	-2978.84	56.3162	-56.3162	56.3162	546.968	546.968	636	636	633.777	638.223	-90.6917	724.469	0	0	-548.326	-548.326	-56.3162	698.321	-642.004	-1.35881	-1.35881	743.977	-834.668	724.469	-4969.94	1981.05	-2438.21	592.493	-32.3601	-1532.62	1222.56	0	0	592.493	-4925.77	1416.51	0	-4267.33	-580.686	-3209.96	
-4.36809	-295.632	-4.36809	1020	1020	1800	1800	1668.47	1931.53	584.001	1853.67	400	600	-701.082	-701.082	-295.632	995.836	-1000.2	318.918	318.918	479.815	104.186	1853.67	-6500.42	2600.22	-3547.66	872.069	-127.623	-2390.82	1853.67	400	600	872.069	-6329.44	2411.13	-480	-6018.35	-828.705	-3721.69	314.284	437.716	314.284	1353.6	1353.6	1840.92	1980	1624.39	2196.53	685.399	1540.59	-136.921	660	-701.082	-701.082	437.716	1265.13	-950.841	652.518	652.518	901.953	-216.554	1540.59	-4876.79	2073.51	-3341.69	1321.45	-72.0688	-2113.05	1540.59	-136.921	660	448.353	-6329.52	1151.13	0	-5415.06	-773.151	-3466.36	51.1919	-51.1919	51.1919	1564.65	1027.63	1308	1308	1410.43	1205.57	239.512	1411.53	0	0	-701.082	-701.082	-51.1919	634.78	-583.588	863.568	1526.55	58.3793	181.133	1411.53	-5056.59	2162.76	-3033.25	532.166	39.2031	-1556.69	1411.53	0	0	532.166	-5225.51	1811.13	0	-5104.86	-661.879	-3620.73	72.4026	-72.4026	72.4026	546.968	546.968	1308	1308	1236.11	1379.89	129.147	1106.96	0	0	-701.082	-701.082	-72.4026	897.793	-825.39	-154.114	-154.114	996.706	-867.559	1106.96	-6379.28	2448.65	-3167.84	761.858	-42.9144	-1967.28	1643.89	0	0	761.858	-6318.51	1811.13	0	-5459.7	-743.996	-4113.44	
114.878	-85.8329	114.878	1380	1380	1800	1800	1608.37	1991.63	606.919	2041.45	600	600	-868.746	-868.746	-85.8329	1322.83	-1207.95	511.254	511.254	650.888	-43.9689	2041.45	-8079.54	2974.44	-4321.53	1136.3	-115.431	-2749.02	2041.45	600	600	1136.3	-7811.99	2844.26	-720	-7200.78	-984.177	-4570.69	402.687	575.313	402.687	1760.4	1760.4	1980	1980	1630.99	2329.01	720.61	1707.44	262.31	660	-868.746	-868.746	575.313	1570.32	-1167.64	891.654	891.654	1108.73	-388.123	1707.44	-6276.01	2407.26	-4098.51	1641.84	-82.7792	-2585.76	1707.44	262.31	660	532.724	-7812.04	1584.26	-250	-6549.66	-951.525	-4284.78	66.8989	-66.8989	66.8989	2115.31	1578.29	1342.19	1605	1626.38	1320.82	207.725	1659.26	0	0	-868.746	-868.746	-66.8989	829.546	-762.647	1246.56	1909.55	79.0003	128.725	1659.26	-6481.92	2661.78	-3836.17	696.95	35.166	-1996.04	1659.26	0	0	696.95	-6653.72	2244.26	0	-6406.51	-833.58	-4567.11	89.8933	-89.8933	89.8933	1246.8	1246.8	1309.86	1308	1383.35	1234.51	-32.7676	1416.12	0	0	-868.746	-868.746	-89.8933	1114.68	-1024.78	378.054	378.054	846.258	-879.025	1416.12	-7915.84	3094.71	-4076.86	945.958	-53.8572	-2441.15	1753.81	0	0	945.958	-7838.63	2244.26	0	-6988.15	-922.603	-5101.25	
233.368	143.555	233.368	1740	1740	1800	1800	1662.85	1937.15	535.227	2167.62	650	600	-981.026	-981.026	143.555	1574.53	-1341.16	758.974	758.974	623.108	-87.8802	2167.62	-9103.53	3297.91	-4857.33	1335.62	-95.1954	-2928.54	2167.62	650	600	1335.62	-8748.94	3134.32	-720	-8062.95	-1076.22	-5066.82	419.06	581.2	419.06	2167.2	2167.2	1980	1980	1603.71	2356.29	728.969	1837.94	284.128	660	-981.026	-981.026	581.2	1695.44	-1276.38	1186.17	1186.17	1191.46	-462.492	1837.94	-7140.74	2663.04	-4597.08	1772.78	-84.3173	-2874.15	1837.94	284.128	660	572.777	-8748.99	1874.32	-500	-7321.37	-1065.34	-4911.55	88.7939	-88.7939	88.7939	2115.31	1578.29	1605	1605	1725.47	1484.53	216.921	1749.16	0	231	-981.026	-981.026	-88.7939	1101.04	-1012.25	1134.28	1797.27	283.916	-66.9947	1749.16	-7823.24	2898.36	-4436.9	934.339	-12.2218	-2513.67	1749.16	0	231	934.339	-7869.93	2303.32	0	-7287.96	-993.248	-5122.48	112.512	-112.512	112.512	1246.8	1246.8	1644	1617.93	1693.78	1568.15	70.8333	1622.95	0	0	-981.026	-981.026	-112.512	1395.15	-1282.64	265.774	265.774	888.989	-818.155	1622.95	-9172.43	3361.66	-4728.28	1192.73	-104.306	-2974.09	2053.82	0	0	1192.73	-8960.73	2534.32	0	-7951	-1085.33	-5535.48	
511.574	705.938	511.574	1740	1740	1800	1800	1586.44	2013.56	518.945	2107.5	650	600	-1131.39	-1131.39	705.938	2082.23	-1570.66	608.614	608.614	954.157	-435.212	2107.5	-10750.8	3363.48	-5495.77	1733.29	-55.8725	-3107.83	2107.5	650	600	1733.29	-10148.9	3522.75	-720	-8874.16	-1187.26	-5657.86	503.587	700.413	503.587	1567.2	1567.2	1980	1980	1516.86	2443.14	750.982	1909.88	715	660	-1131.39	-1131.39	700.413	2030.48	-1526.89	435.814	435.814	1466.47	-715.485	1909.88	-10206.2	2878.91	-5291.48	1894.3	-76.3351	-3210.14	1909.88	715	660	1187.59	-10150	2262.75	-750	-8301.34	-1207.72	-5690.63	126.73	-126.73	126.73	2462.11	2462.11	1605	1605	1530.31	1679.69	291.43	1840.48	250.25	462	-1131.39	-1131.39	-126.73	1571.45	-1444.72	1330.72	1330.72	839.248	-547.818	1840.48	-10266.1	3191.63	-5436.52	1344.23	-108.817	-3372.55	1840.48	250.25	462	1344.23	-10053.3	2460.75	-277.2	-8686.86	-1240.2	-6182.52	130.834	-130.834	130.834	2086.41	2086.41	1605	1605	1817.67	1392.33	-3.53616	1821.2	357.5	330	-1131.39	-1131.39	-130.834	1622.35	-1491.51	955.026	955.026	484.711	-488.247	1821.2	-10408.5	3458.62	-5596.16	1390.03	-124.934	-3453.13	1821.2	357.5	330	1390.03	-10149.8	2592.75	-388.8	-9059.01	-1256.32	-6157.23	
481.837	618.163	481.837	2177.26	2177.26	1800	1800	1667.98	1932.02	443.937	2264.04	650	600	-1208.54	-1208.54	618.163	2124.78	-1642.94	968.716	968.716	831.833	-387.896	2264.04	-11352.5	3704.1	-5904.81	1773.73	-63.5694	-3339.21	2264.04	650	600	1773.73	-10787.3	2704.44	-720	-9595.64	-1272.11	-6128.41	516.124	687.876	516.124	1567.2	1567.2	1980	1980	1552.82	2407.18	701.554	1995.27	715	660	-1208.54	-1208.54	687.876	2185.94	-1669.82	358.656	358.656	1453.4	-751.85	1995.27	-11414.7	3101.79	-5666.46	1823.07	-64.6538	-3344.63	1995.27	715	660	1823.07	-10800.2	2462.07	-792	-8902.36	-1273.2	-6044.92	136.705	-136.705	136.705	2044.79	2044.79	1605	1605	1470.03	1739.97	362.275	2051.76	500.5	535	-1208.54	-1208.54	-136.705	1695.14	-1558.43	836.241	836.241	891.194	-528.919	2051.76	-10979.7	3480.11	-5821.85	1451.16	-121.534	-3629.03	2051.76	500.5	535	1451.16	-10737.1	2587.07	-554.4	-9344.64	-1330.08	-6561.2	143.522	-143.522	143.522	2592.79	2592.79	1605	1605	1742.63	1467.37	1.1404	1741.49	590	535	-1208.54	-1208.54	-143.522	1779.67	-1636.15	1384.25	1384.25	758.153	-757.013	1741.49	-11404.8	3431.17	-6000.99	1524.98	-147.926	-3760.99	1741.49	590	535	1524.98	-11088.4	2587.07	-642	-9526.76	-1356.47	-6719.55	
