output power
0	0	1141.05	0	2206.47	2500	0	2500	2426.23	0	2206.47	2426.23	1141.05	2500	1700	0	1700	2500	0	0	0	0	
0	2500	1007.11	0	2500	0	0	2500	2500	0	2500	2500	1007.11	2500	1817.09	0	1817.09	0	2500	0	0	0	
0	0	2500	815.656	0	1737.31	0	2500	2500	815.656	0	2500	2500	2500	1865.37	0	1865.37	1737.31	0	0	0	0	
2500	0	616.841	0	2500	0	0	2500	1740.9	0	2500	1740.9	616.841	2500	1932.56	0	1932.56	0	0	2500	0	0	
0	0	0	0	2500	2500	0	2500	2500	0	2500	2500	0	2500	1934.67	0	1934.67	2500	0	0	0	0	
0	0	660.586	0	2500	0	0	2474.06	2362.26	0	2500	2362.26	660.586	2474.06	1700	2500	1700	0	0	0	0	2500	
0	0	2500	0	2500	0	2500	2229.84	896.56	0	2500	896.56	2500	2229.84	1700	0	1700	0	0	0	2500	0	
0	0	2500	0	2500	2500	0	1827.4	1256.3	0	2500	1256.3	2500	1827.4	1700	0	1700	2500	0	0	0	0	
0	2500	2367.5	0	2500	0	0	2500	0	0	2500	0	2367.5	2500	2302.29	0	2302.29	0	2500	0	0	0	

output down reserve
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
